Date of Bleed,Tag trimmed,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),0,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),0
8/2/16,17401,5/25/15,7.6,0.66,6.22,0.72,,9.33,14.8,43.5,46.6,15.9,34,18.1,1174,4.8,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,18564,11/6/15,10.04,0.96,8.38,0.69,,9.36,14.8,43.6,46.6,15.8,33.9,19.1,1017,4.6,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19123-6-TX14,1/6/16,9.48,1.67,7.4,0.38,,9.34,14.8,41.7,44.7,15.8,35.5,19.8,1507,5.3,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19125,1/6/16,9.9,0.73,8.68,0.46,,9.13,13.2,39.1,42.8,14.5,33.8,19.3,1113,4.9,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19330,1/28/16,8.72,1.13,6.99,0.53,,9.88,14.3,42,42.5,14.5,34,18.9,1144,5.2,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19344-6-TX14,2/3/16,10.02,1.51,7.93,0.56,,9.72,14.5,42.9,44.1,14.9,33.8,19.4,1703,4.7,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19346-6-TX14,2/3/16,11.5,1.51,9.14,0.83,,9.87,14.4,44.4,45,14.6,32.4,20.9,1504,4.7,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19365-6-TX14,2/2/16,6.04,2.12,3.45,0.42,,8.99,13.3,38.9,43.3,14.8,34.2,22.3,1680,5.1,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19368-6-TX14,2/2/16,7.98,1.55,5.62,0.69,,7.86,10.6,34,43.2,13.5,31.2,21.8,813,5.5,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19461,1/29/16,9.1,1.22,7.38,0.48,,9.69,15.3,47.4,48.9,15.8,32.3,20.8,1039,4.9,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19498,2/25/16,9.46,1.33,7.66,0.47,,10.12,16.1,48.2,47.6,15.9,33.4,20.1,1106,4.8,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19499,2/25/16,7.38,0.94,6.17,0.26,,10.21,15.4,46,45.1,15.1,33.5,19.5,1196,4.8,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19500,2/25/16,5.64,0.62,4.59,0.33,,7.86,12.1,36.5,46.4,15.4,33.2,19,705,5.5,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19539,2/24/16,9.26,1.51,7.01,0.71,,9,13.7,41,45.5,15.2,33.4,19.8,1400,5,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19567-6-TX14,2/28/16,9.92,2.16,7.13,0.62,,9.27,13.4,38.4,41.4,14.5,34.9,18.4,1211,4.7,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19569-6-TX14,2/28/16,5.12,0.79,4.06,0.23,,8.44,13.2,38.2,45.3,15.6,34.6,19.8,1123,6,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19571-6-TX14,2/28/16,8.4,1.36,6.55,0.46,,9.72,14,41.8,43,14.4,33.5,19.1,1042,4.5,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19616-6-TX14,3/4/16,7.36,0.5,6.15,0.71,,11.17,15.6,48,43,14,32.5,19.9,1473,4.7,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19617,3/4/16,7.18,1.33,5.24,0.59,,8.7,12.7,36.9,42.4,14.6,34.4,17.9,1214,4.9,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19622,3/7/16,5.44,0.43,4.75,0.26,,9.67,14.8,45,46.5,15.3,32.9,18.5,1201,4.7,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19638,3/6/16,3.04,0.22,2.56,0.24,,5.44,8.6,23.8,43.7,15.8,36.1,18.8,201,5.6,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19639,3/6/16,11.44,1.6,9.16,0.57,,8.86,13.4,39.5,44.6,15.1,33.9,19.4,1047,5.1,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19679-6-TX14,3/12/16,11.26,4.69,5.44,1.07,,9.2,14.9,46.6,50.6,16.2,32,18.6,1415,5.5,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19680-6-TX14,3/12/16,8.28,0.84,6.83,0.51,,8.07,12,37.2,46.1,14.9,32.3,19.1,833,5.1,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19681-6-TX14,3/12/16,5.42,1.03,3.91,0.35,,7.9,13.5,39.6,50.1,17.1,34.1,17.9,929,5.4,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19682-6-TX14,3/12/16,15.12,2.25,12.09,0.72,,8.69,13.2,40.7,46.8,15.2,32.4,18.8,1449,4.5,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19685,3/10/16,5.38,0.4,4.62,0.3,,6.69,8.2,29.8,44.6,12.3,27.5,19,1341,5.6,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19686,3/10/16,6.42,2.31,2.91,0.9,,8.88,13.1,40.2,45.3,14.8,32.6,24,1036,5.8,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19834,4/5/16,11.16,0.98,9.39,0.71,,9.17,13.9,43.5,47.4,15.2,32,19.6,1089,4.7,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,20033,4/28/16,9.94,0.91,8.36,0.65,,8,12.3,36.9,46.1,15.4,33.3,18.6,1131,4.6,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,20034,4/28/16,8.5,0.78,7.19,0.53,,10.09,15.4,47.5,47.1,15.3,32.4,18.2,1238,4.3,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,20356,6/6/16,11.54,1.32,9.56,0.63,,9.94,15.7,47.2,47.5,15.8,33.3,18.9,1048,4.4,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,20358,6/6/16,20.34,2.66,15.85,1.7,,5.51,9.9,32.3,58.7,18,30.7,22.6,419,6,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,20359,6/6/16,9.3,0.73,7.95,0.61,,9.38,15.2,46.5,49.6,16.2,32.7,18.6,1008,4.6,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,20367,6/5/16,7.64,0.69,6.39,0.56,,9.43,14.2,42.3,44.9,15.1,33.6,17.8,951,4.5,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,20368,6/5/16,8.84,0.61,7.74,0.5,,9.22,14.4,40.9,44.4,15.6,35.2,17.5,887,4.7,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,20369,6/5/16,8.26,1.83,5.13,1.2,,9.19,9.7,34.7,37.8,10.6,28,24.3,1031,5.7,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,20453,6/18/16,7.04,1.36,4,1.67,,7.44,10.3,33,44.3,13.8,31.2,27.7,1055,5.6,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19761 (739),3/27/16,8.2,1.78,5.93,0.46,,8.62,13.1,37.3,43.3,15.2,35.1,17.6,983,5.3,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
8/2/16,19762 (750),3/27/16,6.82,1.2,5.1,0.5,,8.92,12.9,38.5,43.2,14.5,33.5,19.5,1395,5,Alum Experiment - 7th/3rd bleeds for 1st and 2nd cohort + Vav-cre; Brca1; Cbp biweekly bleeds
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
8/5/16,13094,9/22/15,6.94,1.12,5.29,0.3,,8.64,13.3,40.3,46.7,15.4,33,19,1018,4.8,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,16516,1/3/15,2.56,0.18,2,0.38,,10.27,14.5,43.6,42.5,14.1,33.3,16.9,1045,5.4,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,17325,5/13/15,10.22,1.7,7.95,0.55,,10.32,14.3,43.1,41.8,13.9,33.2,18.6,1350,4.5,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,17736,7/7/15,6.06,1.32,4.29,0.42,,9.73,14.4,42.7,43.9,14.8,33.7,17.7,1089,5.2,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,17739,7/7/15,10.1,1.65,7.96,0.48,,9.05,14.4,42.2,46.6,15.9,34.1,18.8,1281,4.6,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,17740,7/7/15,12.6,1.45,10.54,0.52,,9.33,14.7,41.1,44.1,15.8,35.8,18.6,1053,4.6,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,17741,7/7/15,10.16,1.62,8,0.52,,9.52,14.7,43.8,46,15.4,33.6,18.6,1393,4.6,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,17758,7/7/15,7.86,0.58,6.66,0.61,,10.73,15,45.5,42.4,14,33,18.9,1125,4.5,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,18139,9/6/15,12.88,2.1,9.85,0.89,,10.67,14.6,42.5,39.8,13.7,34.4,19.5,960,4.8,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,18441,10/25/15,8.92,2.03,6.31,0.56,,11.1,15.4,48.1,43.3,13.9,32,18.8,1252,4.7,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,19310,2/1/16,7.44,1.32,5.86,0.25,,11.04,15.8,49.6,44.9,14.3,31.9,19.6,1235,4.8,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,19524,2/22/16,8.7,1.25,7.13,0.32,,10.01,15.4,45.7,45.7,15.4,33.7,18.4,1060,4.2,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,19646,3/3/16,8.38,1.4,6.55,0.4,,10.28,15.4,44.1,42.9,15,34.9,18.1,1032,4.5,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,19649,3/3/16,9.82,1.16,8.1,0.51,,9.43,14.2,40.5,43,15.1,35.1,18.1,1008,4.9,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,20021,4/30/16,9.22,1.12,7.47,0.51,,8.2,12.7,35.8,43.7,15.5,35.5,18.8,639,5.3,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,20078,5/3/16,9.96,1.02,8.48,0.4,,9.87,15.3,45,45.6,15.5,34,18.4,823,4.7,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,20079,5/3/16,9.76,2.13,6.94,0.67,,10.37,15.5,45.1,43.5,14.9,34.4,17.4,938,4.7,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,20080,5/3/16,6.58,1.03,5.14,0.4,,10.59,16.2,48.6,45.9,15.3,33.3,17.4,1073,4.6,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,20174,5/19/16,7.94,0.99,6.39,0.48,,7.88,12.5,34.6,43.9,15.9,36.1,16.8,739,4.9,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,20176,5/19/16,11.48,1.11,9.78,0.58,,9.11,14.1,38.9,42.7,15.5,36.2,18.7,1042,4.3,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,20177,5/19/16,3.24,0.29,2.73,0.2,,6.86,10.2,29,42.3,14.9,35.2,17.5,474,4.9,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,20178,5/19/16,8.32,1.22,6.28,0.82,,9.11,14.1,40.8,44.8,15.5,34.6,19.8,1089,4.6,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
8/5/16,20374,6/1/16,7.56,0.91,6.13,0.38,,8.79,13.9,43.3,49.3,15.8,32.1,17.9,709,4.7,Biweekly Bleeds - VRM (2) + CMV-cre; Cbp + Jolie cohorts
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
8/10/16,20442,6/18/16,1.46,0.54,0.82,0.04,,7.39,11.8,39.8,53.9,16,29.6,19.1,193,6.4,Mice taken from PolyI:C Tx cohort due to poor health of 20505
8/10/16,20505,6/25/16,0.46,0.03,0.4,0.02,,3.27,4.5,13.9,42.4,13.8,32.4,18.5,17,,Mice taken from PolyI:C Tx cohort due to poor health of 20505
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
8/12/16,19859,1/0/00,7.06,0.77,5.77,0.45,,9.03,13,36.8,40.8,14.4,35.3,18.1,1157,4.9,Notes
8/12/16,20504,6/25/16,0.96,0.06,0.82,0.04,,0.98,1.3,4.7,48.3,13.3,27.7,17.7,25,6,Notes
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
8/13/16,19526-0-TX24,2/22/16,1.1,0.27,0.75,0.06,,6.51,9.7,27.9,42.9,14.9,34.8,17.3,152,6.5,MRM bleeds PolyI:C Tx - Day 1
8/13/16,19864-0-TX24,4/8/16,1.12,0.24,0.71,0.13,,7.39,10.4,29.6,40,14.1,35.1,17,107,6.6,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20242-0-TX24,5/24/16,3.92,0.85,2.85,0.21,,7,10.9,33.6,48,15.6,32.4,18.9,581,5.4,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20243-0-TX24,5/24/16,1.7,0.48,1.02,0.17,,7.21,11.2,34.3,47.6,15.5,32.7,19.1,244,5.6,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20244-0-TX24,5/24/16,0.48,0.03,0.4,0.05,,4.94,7,20.3,41,14.2,34.5,16.4,26,5.2,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20439-0-TX24,6/18/16,1.72,0.47,1.13,0.1,,7.02,11.6,35,49.8,16.5,33.1,19.4,221,5.9,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20440-0-TX24,6/18/16,1.8,0.08,1.66,0.06,,6.35,10.3,31.1,48.9,16.2,33.1,18,671,5.5,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20441-0-TX24,6/18/16,3.3,0.73,2.27,0.25,,8.14,13,42,51.6,16,31,19.5,699,5.2,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20475-0-TX24,6/19/16,0.64,0.05,0.54,0.05,,5.59,8,23.1,41.4,14.3,34.6,18.8,66,6.5,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20476-0-TX24,6/19/16,0.64,0.08,0.51,0.04,,6.55,9.4,27.4,41.9,14.4,34.3,18.2,76,6,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20477-0-TX24,6/19/16,1.86,0.34,1.31,0.17,,6.24,9.3,27.3,43.7,14.9,34.1,20.3,211,6.1,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20478-0-TX24,6/19/16,1.24,0.42,0.71,0.07,,10.61,11.8,47.2,44.5,11.1,25,19,437,6,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20484-0-TX24,6/19/16,2.16,0.75,1.23,0.14,,7.05,10.9,34.3,48.6,15.5,31.8,17.8,234,6.5,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20485-0-TX24,6/19/16,0.98,0.2,0.69,0.08,,7.34,10.8,30.5,41.6,14.7,35.4,17.4,115,7.4,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20486-0-TX24,6/19/16,2.62,0.27,2,0.29,,4.93,7.7,22.5,45.7,15.6,34.2,18.3,264,6.1,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20487-0-TX24,6/19/16,0.76,0.07,0.62,0.06,,6.56,9.2,27.9,42.5,14,33,17.9,64,7.1,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20497-0-TX24,6/22/16,11.54,1.75,9.25,0.53,,10.33,14.7,41.9,40.6,14.2,35.1,20.7,996,4.9,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20498-0-TX24,6/22/16,12.92,1.92,10.4,0.49,,8.78,14.2,41.8,47.6,16.2,34,19.1,814,5,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20499-0-TX24,6/22/16,14.66,1.96,12.25,0.42,,12.02,17.7,54.1,45,14.7,32.7,25.6,963,4.9,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20506-0-TX24,6/25/16,1.24,0.34,0.75,0.14,,6.69,10.3,32.6,48.8,15.4,31.6,21.2,272,6.2,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20507-0-TX24,6/25/16,0.6,0.03,0.54,0.03,,3.39,4.5,14.8,43.7,13.3,30.4,16.1,38,7.2,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20508-0-TX24,6/25/16,1.72,0.84,0.55,0.23,,8.01,11.6,35.2,43.9,14.5,33,22.3,201,6,MRM bleeds PolyI:C Tx - Day 1
8/13/16,20675-0-TX24,7/10/16,8.54,1.44,6.54,0.53,,8.95,13.4,41.3,46.2,15,32.4,21.6,1115,5.2,Untreated controls
8/13/16,20676-0-TX24,7/10/16,7.34,1.24,5.41,0.67,,7.45,13.2,38.4,51.6,17.7,34.4,21.7,782,4.6,Untreated controls
8/13/16,20677-0-TX24,7/10/16,7.24,1.75,4.87,0.6,,8.43,12.9,40.3,47.8,15.3,32,20.5,991,4.4,Untreated controls
8/13/16,20678-0-TX24,7/10/16,5.38,0.77,4.24,0.34,,7.95,12.9,39.2,49.3,16.2,32.9,21.5,912,4.9,Untreated controls
8/13/16,MAT702H-0-TX24,-,1.6,0.23,1.2,0.17,,7.07,11.1,31.2,44.1,15.7,35.6,18.2,483,6.2,Untreated controls
8/13/16,MAT702H-0-TX24,-,1.06,0.26,0.72,0.06,,7.97,12.4,37.9,47.6,15.6,32.7,20.4,407,6.7,Untreated controls
8/13/16,MAT702H-0-TX24,-,1.04,0.3,0.66,0.06,,7.82,11.8,35.5,45.4,15.1,33.2,19.5,360,6.2,Untreated controls
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
8/16/16,13865-0-TX18,1/26/16,10.94,1.48,8.89,0.55,,10.39,14.5,42.4,40.8,14,34.2,18.5,977,4.9,Choline (-) diet 
8/16/16,13866-0-TX18,1/26/16,10.36,1.46,8.46,0.43,,9.24,13.9,39.7,43,15,35,18.1,1103,5.1,Choline (-) diet 
8/16/16,13868-0-TX18,1/26/16,9.98,1.95,7.6,0.39,,9.1,14.9,42.3,46.5,16.4,35.2,18.1,1284,4.8,Choline (-) diet 
8/16/16,13870-0-TX18,1/26/16,4.56,0.76,3.44,0.29,,6.28,9.3,26.3,41.8,14.8,35.4,17.2,761,5.3,Choline (+) diet 
8/16/16,13872-0-TX18,1/26/16,8,1.76,5.86,0.35,,8.08,13.5,38.6,47.8,16.7,35,17.6,883,5.3,Choline (+) diet 
8/16/16,13874-0-TX18,1/26/16,11.54,2.17,8.77,0.53,,9.11,14.6,43.3,47.5,16,33.7,18.2,697,5.5,Choline (+) diet 
8/16/16,13875-0-TX18,1/26/16,3.42,0.43,2.61,0.28,,6.93,9.7,31.4,45.3,14,30.9,17.3,1003,5.7,Choline (-) diet 
8/16/16,13876-0-TX18,1/26/16,7.54,0.8,6.21,0.49,,8.91,12.3,36.9,41.4,13.8,33.3,17.8,1363,5.2,Choline (-) diet 
8/16/16,17400,5/25/15,11.9,2.53,8.3,1.04,,8.3,13.7,36.9,44.4,16.5,37.1,18.5,1090,5.5,Choline (-) diet 
8/16/16,17401,5/25/15,10.12,1.39,8.03,0.68,,9.52,14.7,44.5,46.7,15.4,33,18,1152,4.8,Choline (-) diet 
8/16/16,18564,11/6/15,9.66,1.66,7.48,0.49,,9.85,15.3,46.4,47.1,15.5,33,18.7,1023,4.9,Choline (-) diet 
8/16/16,19330,1/28/16,4.44,0.37,3.76,0.3,,8.27,12,36.6,44.2,14.5,32.8,19.9,963,5,Choline (-) diet 
8/16/16,19685,3/10/16,9.34,1.98,6.82,0.49,,8,13.4,36.1,45.1,16.8,37.1,19.5,1055,5.5,Choline (-) diet 
8/16/16,19834,4/5/16,13.02,1.67,10.87,0.42,,8.81,13.8,44.3,50.3,15.7,31.2,17.9,979,5.1,Choline (-) diet 
8/16/16,20033,4/28/16,8.96,1.19,6.97,0.76,,8.08,12.4,37.7,46.6,15.3,32.9,19,1084,4.5,Choline (-) diet 
8/16/16,20034,4/28/16,8.86,0.98,7.2,0.62,,8.37,13.2,39.8,47.5,15.8,33.2,18.6,893,4.7,Choline (-) diet 
8/16/16,20361,6/6/16,8.24,0.86,6.9,0.46,,8.22,11.8,38,46.2,14.4,31.1,17.4,636,4.9,Choline (-) diet 
8/16/16,20362,6/6/16,1.06,0.15,0.79,0.12,,1.77,3,10.1,57,16.9,29.7,22.6,86,6.8,Choline (-) diet 
8/16/16,20367,6/5/16,8.36,0.59,7.08,0.66,,12.25,11.5,56.6,46.2,9.4,20.3,18.8,1147,5,Choline (-) diet 
8/16/16,20368,6/5/16,7.22,0.78,5.92,0.49,,7.89,12.4,36,45.6,15.7,34.4,17.5,858,5,Choline (-) diet 
8/16/16,20453,6/18/16,5.56,1.4,2.99,1.02,,7.71,9.7,31.9,41.4,12.6,30.4,26.7,455,6.3,Choline (-) diet 
8/16/16,20624,7/4/16,8.06,1,6.84,0.21,,8.61,13.8,41.6,48.3,16,33.2,18.6,1083,4.5,Choline (-) diet 
8/16/16,20625,7/4/16,4.74,0.32,4.22,0.16,,5.93,9.6,28,47.3,16.2,34.3,17.3,455,5.6,Choline (-) diet 
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
8/18/16,13022-0-TX18,9/3/15,8.88,1.59,6.59,0.48,,12.65,12.8,54.6,43.2,10.1,23.4,19.2,1100,5.6,Former choline (+) diet
8/18/16,13050-0-TX18,9/10/15,3.9,0.45,2.99,0.33,,6.74,9.9,28,41.6,14.7,35.4,16.4,562,5.8,Former choline (-) diet 
8/18/16,13164-0-TX18,10/9/15,5.66,1.02,3.86,0.68,,6.67,8.9,25.7,38.5,13.3,34.6,18.7,560,6.5,Former choline (-) diet 
8/18/16,13166-0-TX18,10/9/15,14.86,2.06,11.2,1.11,,10.62,15.1,44.6,42,14.2,33.9,18.2,604,6,Former choline (-) diet 
8/18/16,13167-0-TX18,10/9/15,10.82,1.98,7.94,0.74,,9.79,13.9,41.6,42.5,14.2,33.4,18.3,1017,5.1,Former choline (-) diet 
8/18/16,14378-0-TX18,5/22/16,12.12,2.15,8.68,1.25,,12.68,13.4,50.3,39.7,10.6,26.6,20.1,2393,4.6,Former choline (-) diet 
8/18/16,14396-0-TX18,6/2/16,13.8,1.54,11.3,0.94,,8.82,14.3,39.1,44.3,16.2,36.6,16.8,1056,4.6,Former choline (-) diet 
8/18/16,14397-0-TX18,6/2/16,11.78,1.41,9.76,0.45,,9.98,13.8,44.1,44.2,13.8,31.3,19,1454,5.6,Former choline (-) diet 
8/18/16,14398-0-TX18,6/2/16,10.88,1.46,8.8,0.6,,8.98,13,39.5,44,14.5,32.9,17.3,1100,4.9,Former choline (-) diet 
8/18/16,14414-0-TX18,6/12/16,11.06,1.47,8.92,0.64,,9.36,14.2,41.1,43.9,15.2,34.5,16.4,1087,4.6,Former choline (-) diet 
8/18/16,14415-0-TX18,6/12/16,14.86,4.11,9.59,0.74,,9.03,13.8,40.8,45.2,15.3,33.8,18.2,833,5.8,Former choline (-) diet 
8/18/16,14416-0-TX18,6/12/16,9.98,1.6,7.66,0.66,,8.58,12.9,36,42,15,35.8,16.2,1064,4.9,Former choline (-) diet 
8/18/16,14417-0-TX18,6/12/16,11.14,1.58,8.89,0.61,,9.31,13.7,39.6,42.5,14.7,34.6,16,1214,5,Former choline (-) diet 
